HUC,X_METER_IN,Y_METER_IN,X_METER_OUT,Y_METER_OUT
10090202,-485670.4018,-78060.49528,-485670.4018,-78060.49528
10090203,-561249.4192,-170564.4941,-561249.4192,-170564.4941
10090204,-510077.6219,-161808.8964,-510077.6219,-161808.8964
10090205,-527199.1054,-67783.07819,-527199.1054,-67783.07819
10090206,-527626.7881,-28951.16815,-527626.7881,-28951.16815
10090207,-451439.2392,28414.32051,-451439.2392,28414.32051
10090208,-422787.9608,-5266.247568,-422787.9608,-5266.247568
10090209,-394657.6868,118254.0497,-394657.6868,118254.0497
10090210,-422840.8395,103555.0225,-422840.8395,103555.0225
10100001,-506477.6983,176259.0724,-506477.6983,176259.0724
10100002,-547219.8018,209582.5815,-547219.8018,209582.5815
10100003,-522566.9851,99490.89398,-522566.9851,99490.89398
10100004,-349580.8442,262213.2503,-349580.8442,262213.2503
10100005,-360990.1721,161848.276,-360990.1721,161848.276
10110101,-182352.6214,340739.532,-182352.6214,340739.532
10110102,-263258.3682,391031.9127,-263258.3682,391031.9127
10110201,-339747.1525,60687.35881,-339747.1525,60687.35881
10110202,-347130.0556,79659.48519,-347130.0556,79659.48519
10110203,-278228.8732,196899.3419,-278228.8732,196899.3419
10110204,-306751.6907,226009.2262,-306751.6907,226009.2262
10110205,-233474.2968,288602.9599,-233474.2968,288602.9599
10120101,-455097.5727,-156644.9505,-455097.5727,-156644.9505
10120102,-447782.418,-181370.3662,-447782.418,-181370.3662
10120103,-394156.9489,-139319.1873,-394156.9489,-139319.1873
10120104,-369735.7404,-200348.6632,-369735.7404,-200348.6632
10120105,-414799.1825,-201002.2271,-414799.1825,-201002.2271
10120106,-309306.6363,-179191.0897,-309306.6363,-179191.0897
10120107,-340503.7098,-119705.3791,-340503.7098,-119705.3791
10120108,-313023.4694,-218058.9278,-313023.4694,-218058.9278
10120109,-259485.1161,-142528.5564,-259485.1161,-142528.5564
10120110,-269643.6208,-101795.8167,-269643.6208,-101795.8167
10120111,-224195.7091,-92049.95865,-224195.7091,-92049.95865
10120112,-142509.599,-54493.32297,-142509.599,-54493.32297
10120113,-185423.7967,-16087.84214,-185423.7967,-16087.84214
10120201,-402836.032,-76045.49666,-402836.032,-76045.49666
10120202,-273007.7681,-31297.48718,-273007.7681,-31297.48718
10120203,-322811.1035,-53880.75579,-322811.1035,-53880.75579
10130101,-67937.47317,258961.1657,-67937.47317,258961.1657
10130102,-37518.3404,105948.2615,-37518.3404,105948.2615
10130103,4153.196732,207615.0206,4153.196732,207615.0206
10130104,8609.144446,141786.2566,8609.144446,141786.2566
10130105,-38422.66498,-12054.59865,-38422.66498,-12054.59865
10130106,32010.65269,80414.96338,32010.65269,80414.96338
10130201,-170718.7844,247169.1399,-170718.7844,247169.1399
10130202,-204756.3197,204764.9725,-204756.3197,204764.9725
10130203,-118173.8021,193494.1651,-118173.8021,193494.1651
10130204,-180927.3203,159984.5649,-180927.3203,159984.5649
10130205,-177127.548,129414.495,-177127.548,129414.495
10130206,-84774.04677,151465.9177,-84774.04677,151465.9177
10130301,-242210.0364,115013.2144,-242210.0364,115013.2144
10130302,-240644.6892,76912.41278,-240644.6892,76912.41278
10130303,-124915.4736,79958.86305,-124915.4736,79958.86305
10130304,-271954.7332,21516.6218,-271954.7332,21516.6218
10130305,-218768.2223,34803.48166,-218768.2223,34803.48166
10130306,-122389.6737,27810.58308,-122389.6737,27810.58308
10140101,59127.07245,-144293.1797,59127.07245,-144293.1797
10140102,-99924.05509,-97191.87868,-99924.05509,-97191.87868
10140103,16894.641,-41830.11906,16894.641,-41830.11906
10140104,-4287.961667,-115345.9621,-4287.961667,-115345.9621
10140105,75572.42344,-96216.85233,75572.42344,-96216.85233
10140201,-226720.6745,-207198.9413,-226720.6745,-207198.9413
10140202,-122846.1266,-157409.1742,-122846.1266,-157409.1742
10140203,-98831.36336,-193564.0405,-98831.36336,-193564.0405
10140204,-11588.7843,-157136.2459,-11588.7843,-157136.2459
10150001,81630.58726,-221055.838,81630.58726,-221055.838
10150002,-320336.9716,-263694.773,-320336.9716,-263694.773
10150003,-207295.4891,-276147.926,-207295.4891,-276147.926
10150004,-34936.62909,-255567.8934,-34936.62909,-255567.8934
10150005,-121075.1486,-266978.1411,-121075.1486,-266978.1411
10150006,782.7191218,-215919.2844,782.7191218,-215919.2844
10150007,123840.7537,-263879.8773,123840.7537,-263879.8773
10160001,52380.72474,279020.2164,52380.72474,279020.2164
10160002,59577.42863,245787.223,59577.42863,245787.223
10160003,127923.7983,157154.3225,118614.8992,140434.8841
10160004,97215.60156,117822.339,97215.60156,117822.339
10160005,159727.6673,52717.72064,159727.6673,52717.72064
10160006,143600.7147,-42583.94576,143600.7147,-42583.94576
10160007,49933.43265,38440.63445,49933.43265,38440.63445
10160008,83924.19003,27888.55843,83924.19003,27888.55843
10160009,74905.64776,-32431.17322,74905.64776,-32431.17322
10160010,197876.9757,47755.63317,197876.9757,47755.63317
10160011,167150.6606,-149120.6915,167150.6606,-149120.6915
10170101,192561.5912,-239929.1915,192561.5912,-239929.1915
10170102,228711.892,-169232.5103,228711.892,-169232.5103
10170103,208225.7552,-66296.36393,208225.7552,-66296.36393
10170201,205430.3309,-22562.92195,205430.3309,-22562.92195
10170202,245286.2009,-36906.00222,245286.2009,-36906.00222
10170203,272602.9023,-155560.1042,272602.9023,-155560.1042
10170204,318697.1256,-152742.1575,318697.1256,-152742.1575
10180001,-534005.3432,-465119.8148,-534005.3432,-465119.8148
10180002,-567341.8087,-374863.1707,-567341.8087,-374863.1707
10180003,-563395.9672,-290963.9956,-563395.9672,-290963.9956
10180004,-518018.8819,-334141.0167,-518018.8819,-334141.0167
10180005,-502990.2612,-290907.4768,-502990.2612,-290907.4768
10180006,-645234.9329,-247700.8876,-645234.9329,-247700.8876
10180007,-515229.1431,-225707.3347,-515229.1431,-225707.3347
10180008,-422127.772,-260771.5363,-422127.772,-260771.5363
10180009,-282076.5161,-340690.8093,-282076.5161,-340690.8093
10180010,-489797.1527,-398226.1619,-489797.1527,-398226.1619
10180011,-433406.6168,-326959.7062,-433406.6168,-326959.7062
10180012,-379607.3038,-364980.9243,-379607.3038,-364980.9243
10180013,-301709.7927,-376201.1191,-301709.7927,-376201.1191
10180014,-129890.6188,-397070.3795,-129890.6188,-397070.3795
10190001,-498242.1268,-638114.7674,-498242.1268,-638114.7674
10190002,-452721.0647,-608205.1073,-452721.0647,-608205.1073
10190003,-390191.3658,-548851.9439,-390191.3658,-548851.9439
10190004,-470697.4147,-566367.5742,-470697.4147,-566367.5742
10190005,-453579.8107,-531720.4697,-453579.8107,-531720.4697
10190006,-452140.5569,-496205.9147,-452140.5569,-496205.9147
10190007,-447507.7104,-459863.8245,-447507.7104,-459863.8245
10190008,-407930.7797,-450085.8531,-407930.7797,-450085.8531
10190009,-386615.8539,-443681.6356,-386615.8539,-443681.6356
10190010,-375248.5753,-585015.5081,-375248.5753,-585015.5081
10190011,-354513.6541,-592701.5653,-354513.6541,-592701.5653
10190012,-284169.3686,-489731.4584,-284169.3686,-489731.4584
10190013,-308014.8478,-569366.4686,-308014.8478,-569366.4686
10190014,-319191.7136,-467895.9892,-319191.7136,-467895.9892
10190015,-381063.0925,-406086.2506,-381063.0925,-406086.2506
10190016,-281030.3959,-412421.8644,-281030.3959,-412421.8644
10190017,-307345.901,-429902.6264,-307345.901,-429902.6264
10190018,-142729.5247,-433400.1201,-142729.5247,-433400.1201
10200101,5883.200911,-451383.8935,5883.200911,-451383.8935
10200102,79103.42517,-465807.3887,69258.87511,-455880.4381
10200103,163533.6828,-426340.5499,163533.6828,-426340.5499
10200201,221719.3888,-380919.4072,221719.3888,-380919.4072
10200202,308258.7167,-416041.5485,308258.7167,-416041.5485
10200203,278306.9052,-438821.1044,278306.9052,-438821.1044
10210001,-112359.5717,-323054.0956,-112359.5717,-323054.0956
10210002,-103103.4691,-353226.4368,-103103.4691,-353226.4368
10210003,61497.51924,-391619.6347,61497.51924,-391619.6347
10210004,14271.99607,-414382.6723,14271.99607,-414382.6723
10210005,35392.60596,-400468.1059,35392.60596,-400468.1059
10210006,-47585.9947,-311371.3852,-47585.9947,-311371.3852
10210007,93074.56865,-380306.9887,93074.56865,-380306.9887
10210008,22889.86682,-314871.5248,22889.86682,-314871.5248
10210009,184196.6087,-386651.7741,155328.306,-376305.4057
10210010,114038.471,-356034.9163,114038.471,-356034.9163
10220001,110456.1026,-304779.8899,110456.1026,-304779.8899
10220002,196100.2044,-299711.605,196100.2044,-299711.605
10220003,255331.503,-353051.2125,255331.503,-353051.2125
10220004,255443.5417,-305722.0067,255443.5417,-305722.0067
10230001,318667.2514,-317538.924,318667.2514,-317538.924
10230002,323770.1807,-218788.8731,323770.1807,-218788.8731
10230003,372081.1232,-207999.4245,372081.1232,-207999.4245
10230004,324954.6513,-275375.2016,324954.6513,-275375.2016
10230005,368075.0145,-276506.6269,368075.0145,-276506.6269
10230006,342432.2658,-388978.0929,342432.2658,-388978.0929
10230007,376933.3252,-321934.2498,376933.3252,-321934.2498
10240001,349616.4299,-442901.5922,349616.4299,-442901.5922
10240002,388702.6338,-391011.3312,388702.6338,-391011.3312
10240003,413848.9851,-393662.0729,413848.9851,-393662.0729
10240004,370216.0279,-477115.1587,370216.0279,-477115.1587
10240005,397851.7978,-512344.9149,397851.7978,-512344.9149
10240006,327739.7537,-483639.3702,327739.7537,-483639.3702
10240007,334583.5423,-548162.5165,334583.5423,-548162.5165
10240008,344103.212,-523494.7346,344103.212,-523494.7346
10240009,434425.5049,-414096.6766,434425.5049,-414096.6766
10240010,430014.4846,-482046.0614,430014.4846,-482046.0614
10240011,433806.4643,-592447.2408,433806.4643,-592447.2408
10240012,462437.8944,-538368.1178,462437.8944,-538368.1178
10240013,442785.9589,-486283.2969,442785.9589,-486283.2969
10250001,-245254.3432,-586611.2333,-245254.3432,-586611.2333
10250002,-219921.4004,-531808.7426,-219921.4004,-531808.7426
10250003,-212919.3399,-609022.996,-212919.3399,-609022.996
10250004,-88423.10812,-527356.8706,-88423.10812,-527356.8706
10250005,-164559.3537,-495355.8619,-164559.3537,-495355.8619
10250006,-152422.5372,-469258.6942,-152422.5372,-469258.6942
10250007,-81943.51679,-480420.6155,-81943.51679,-480420.6155
10250008,-49548.80216,-477727.2237,-49548.80216,-477727.2237
10250009,16839.75277,-513331.7068,16839.75277,-513331.7068
10250010,-100552.3342,-606803.7538,-100552.3342,-606803.7538
10250011,-9120.604822,-559528.1441,-9120.604822,-559528.1441
10250012,-154485.1006,-616516.2952,-154485.1006,-616516.2952
10250013,-138826.6755,-592285.0615,-138826.6755,-592285.0615
10250014,-35434.39255,-552657.9826,-35434.39255,-552657.9826
10250015,-17813.31173,-584240.8777,-17813.31173,-584240.8777
10250016,117075.077,-541904.3471,117075.077,-541904.3471
10250017,217093.3529,-601712.1782,217093.3529,-601712.1782
10260001,-164872.3034,-668535.07,-164872.3034,-668535.07
10260002,-204613.6052,-653581.1206,-172084.4885,-651327.2352
10260003,-42946.92094,-688773.4747,-42946.92094,-688773.4747
10260004,-135787.4846,-697413.2412,-135787.4846,-697413.2412
10260005,-58428.64849,-665247.5724,-58428.64849,-665247.5724
10260006,98756.32126,-696184.0838,98756.32126,-696184.0838
10260007,30210.70472,-671098.6083,30210.70472,-671098.6083
10260008,230393.9733,-685255.4395,230393.9733,-685255.4395
10260009,26443.4839,-652228.7593,26443.4839,-652228.7593
10260010,159368.7515,-665879.5216,159368.7515,-665879.5216
10260011,-51.90955117,-602438.1274,-51.90955117,-602438.1274
10260012,91611.43532,-582672.6761,91611.43532,-582672.6761
10260013,-16185.02756,-627495.3434,-16185.02756,-627495.3434
10260014,87384.78422,-622767.1301,87384.78422,-622767.1301
10260015,176383.5782,-627264.5779,176383.5782,-627264.5779
10270101,285114.5585,-658653.9065,285114.5585,-658653.9065
10270102,338781.3924,-634727.8398,338781.3924,-634727.8398
10270103,377036.7434,-599546.9757,377036.7434,-599546.9757
10270104,414424.6496,-646454.0255,414424.6496,-646454.0255
10270201,207164.4157,-435032.7787,207164.4157,-435032.7787
10270202,268295.0796,-504966.122,268295.0796,-504966.122
10270203,185864.5163,-471285.9134,185864.5163,-471285.9134
10270204,226290.1108,-496310.5279,226290.1108,-496310.5279
10270205,293673.7667,-583541.8928,293673.7667,-583541.8928
10270206,157653.0514,-513570.7723,157653.0514,-513570.7723
10270207,241666.286,-556685.4979,241666.286,-556685.4979
10280101,498402.5935,-521357.6812,498402.5935,-521357.6812
10280102,524733.2516,-472028.297,524733.2516,-472028.297
10280103,577751.5084,-532618.122,577751.5084,-532618.122
10280201,589388.6982,-455174.0333,589388.6982,-455174.0333
10280202,615007.2273,-544818.8921,615007.2273,-544818.8921
10280203,634438.5816,-573961.6335,634438.5816,-573961.6335
10290101,389691.9039,-705768.8609,389691.9039,-705768.8609
10290102,461123.8139,-721863.1128,461123.8139,-721863.1128
10290103,460889.5198,-761045.4559,460889.5198,-761045.4559
10290104,471287.3334,-789507.7832,471287.3334,-789507.7832
10290105,539499.6663,-757744.5035,539499.6663,-757744.5035
10290106,558244.0547,-811739.7572,558244.0547,-811739.7572
10290107,593930.3983,-785590.6738,593930.3983,-785590.6738
10290108,518187.726,-703501.7072,518187.726,-703501.7072
10290109,625372.6401,-735402.3201,625372.6401,-735402.3201
10290110,622366.7145,-777345.4928,622366.7145,-777345.4928
10290111,679914.9064,-719008.9627,679914.9064,-719008.9627
10290201,670314.7077,-805178.5517,670314.7077,-805178.5517
10290202,708174.0972,-805603.8087,708174.0972,-805603.8087
10290203,711229.3067,-741272.0111,720541.0028,-723726.4721
10300101,517970.6363,-623643.7504,517970.6363,-623643.7504
10300102,662831.7465,-655321.6942,662831.7465,-655321.6942
10300103,594114.3625,-677561.9521,594114.3625,-677561.9521
10300104,559158.6964,-651942.222,559158.6964,-651942.222
10300200,770711.9663,-657232.3824,770711.9663,-657232.3824
11010001,567732.616,-954465.4624,567732.616,-954465.4624
11010002,591921.2858,-869092.9246,591921.2858,-869092.9246
11010003,638299.1665,-910616.2789,638299.1665,-910616.2789
11010004,729659.8079,-972752.194,729659.8079,-972752.194
11010005,641202.4167,-977685.7796,641202.4167,-977685.7796
11010006,693629.0815,-889093.0351,693629.0815,-889093.0351
11010007,824940.1761,-836674.0545,824940.1761,-836674.0545
11010008,780640.6068,-844678.0987,780640.6068,-844678.0987
11010009,807871.7322,-904510.7805,800469.601,-939913.5136
11010010,755804.7497,-911925.3283,755804.7497,-911925.3283
11010011,766278.6263,-879663.1458,766278.6263,-879663.1458
11010012,759722.3023,-949325.8025,759722.3023,-949325.8025
11010013,792033.0415,-1000592.349,792033.0415,-1000592.349
11010014,713479.0433,-1013853.594,713479.0433,-1013853.594
11020001,-513647.1935,-691907.0604,-513647.1935,-691907.0604
11020002,-436554.8133,-724502.353,-436554.8133,-724502.353
11020003,-416144.201,-678622.3473,-416144.201,-678622.3473
11020004,-387060.0652,-686337.9251,-387060.0652,-686337.9251
11020005,-352816.5733,-739189.3718,-348109.093,-758414.5681
11020006,-432127.3696,-794214.5513,-432127.3696,-794214.5513
11020007,-388254.0758,-806888.4753,-388254.0758,-806888.4753
11020008,-333861.7948,-705561.1566,-333861.7948,-705561.1566
11020009,-254076.0775,-758107.0095,-254076.0775,-758107.0095
11020010,-362266.0937,-843573.8466,-362266.0937,-843573.8466
11020011,-270100.6412,-674488.7477,-270100.6412,-674488.7477
11020012,-293270.0165,-678959.528,-293270.0165,-678959.528
11020013,-242842.6942,-816068.9125,-242842.6942,-816068.9125
11030001,-125871.4372,-767117.9886,-125871.4372,-767117.9886
11030002,-146665.1501,-722839.734,-146665.1501,-722839.734
11030003,-57147.33894,-803955.9164,-57147.33894,-803955.9164
11030004,54258.31489,-782978.7113,54258.31489,-782978.7113
11030005,-7870.035443,-755252.5513,-7870.035443,-755252.5513
11030006,1869.181251,-779315.5447,1869.181251,-779315.5447
11030007,-28677.19935,-722457.4808,-28677.19935,-722457.4808
11030008,57242.28935,-725228.2992,57242.28935,-725228.2992
11030009,83833.27707,-791124.7996,83833.27707,-791124.7996
11030010,165010.1474,-772129.529,172052.0604,-774663.2645
11030011,138660.9411,-728718.6718,138660.9411,-728718.6718
11030012,206799.4867,-752820.3281,206799.4867,-752820.3281
11030013,219920.4551,-802784.1425,234420.7328,-830713.8157
11030014,152504.4157,-792495.7226,152504.4157,-792495.7226
11030015,141960.173,-813804.5749,141960.173,-813804.5749
11030016,219716.9917,-829498.6065,219716.9917,-829498.6065
11030017,270440.5348,-781942.594,270440.5348,-781942.594
11030018,277263.5542,-827708.2235,277263.5542,-827708.2235
11040001,-308371.4788,-885939.4512,-308371.4788,-885939.4512
11040002,-203925.5242,-881749.8528,-203925.5242,-881749.8528
11040003,-165587.058,-850070.5724,-165587.058,-850070.5724
11040004,-214695.4906,-846838.6952,-214695.4906,-846838.6952
11040005,-182976.0448,-818274.956,-182976.0448,-818274.956
11040006,-89310.2582,-873782.9701,-89310.2582,-873782.9701
11040007,-45914.24069,-843742.7048,-45914.24069,-843742.7048
11040008,17699.78404,-866493.0035,17699.78404,-866493.0035
11050001,85677.42772,-927764.2097,85677.42772,-927764.2097
11050002,185039.4323,-992031.0081,185039.4323,-992031.0081
11050003,278472.5302,-986974.7766,278472.5302,-986974.7766
11060001,284581.9909,-877559.0405,284581.9909,-877559.0405
11060002,89708.19469,-877890.8845,89708.19469,-877890.8845
11060003,110197.3205,-856838.2777,110197.3205,-856838.2777
11060004,186791.5239,-905396.9434,186791.5239,-905396.9434
11060005,195612.6992,-863391.2429,195612.6992,-863391.2429
11060006,270777.0289,-943346.345,270777.0289,-943346.345
11070101,354376.686,-783352.4598,354376.686,-783352.4598
11070102,334485.0683,-800932.6429,334485.0683,-800932.6429
11070103,396752.4773,-881804.0602,396752.4773,-881804.0602
11070104,345716.3364,-835316.2773,345716.3364,-835316.2773
11070105,399318.1778,-971435.4047,399318.1778,-971435.4047
11070106,344163.1322,-887301.0057,344163.1322,-887301.0057
11070107,341889.1324,-940632.6935,341889.1324,-940632.6935
11070201,325287.1041,-709044.0565,325287.1041,-709044.0565
11070202,257505.4454,-736213.5937,257505.4454,-736213.5937
11070203,301144.9371,-730313.4517,301144.9371,-730313.4517
11070204,392609.334,-770944.4303,392609.334,-770944.4303
11070205,433386.589,-834201.8407,433386.589,-834201.8407
11070206,463322.1014,-903479.0131,463322.1014,-903479.0131
11070207,506509.6769,-853853.247,506509.6769,-853853.247
11070208,511904.9975,-914382.2143,511904.9975,-914382.2143
11070209,442038.8454,-947278.1461,442038.8454,-947278.1461
11080001,-412375.069,-905338.8788,-412375.069,-905338.8788
11080002,-449866.1155,-928698.5505,-449866.1155,-928698.5505
11080003,-412406.3896,-988723.5245,-412406.3896,-988723.5245
11080004,-458030.7876,-997321.238,-458030.7876,-997321.238
11080005,-417822.8474,-1060376.598,-417822.8474,-1060376.598
11080006,-344097.8455,-1058819.898,-344097.8455,-1058819.898
11080007,-347603.5146,-991944.9551,-347603.5146,-991944.9551
11080008,-335658.2094,-1100065.931,-335658.2094,-1100065.931
11090101,-265513.441,-1062214.416,-265513.441,-1062214.416
11090102,-283834.4306,-996524.8404,-283834.4306,-996524.8404
11090103,-261149.8497,-970199.9395,-261149.8497,-970199.9395
11090104,-307480.6769,-954103.2687,-307480.6769,-954103.2687
11090105,-185018.5885,-1049915.818,-185018.5885,-1049915.818
11090106,-85053.64875,-1021430.795,-85053.64875,-1021430.795
11090201,72787.59015,-1011731.599,72787.59015,-1011731.599
11090202,243330.9771,-1094036.535,243330.9771,-1094036.535
11090203,277009.3945,-1087675.517,277009.3945,-1087675.517
11090204,396027.504,-1096990.052,396027.504,-1096990.052
11100101,-222708.1435,-921916.8275,-222708.1435,-921916.8275
11100102,-97393.57952,-909187.2035,-97393.57952,-909187.2035
11100103,-187994.5696,-956107.2372,-187994.5696,-956107.2372
11100104,-144414.7501,-979138.2429,-144414.7501,-979138.2429
11100201,-26612.58505,-932674.1428,-26612.58505,-932674.1428
11100202,-64362.01241,-976016.5705,-64362.01241,-976016.5705
11100203,7699.00945,-965248.13,7699.00945,-965248.13
11100301,61388.49778,-956199.0247,110840.705,-994060.0662
11100302,315529.5852,-1066067.1,315529.5852,-1066067.1
11100303,310517.3919,-1031697.148,310517.3919,-1031697.148
11110101,368788.5554,-1000968.085,368788.5554,-1000968.085
11110102,428152.5654,-1030975.219,428152.5654,-1030975.219
11110103,489384.9307,-983891.4678,489384.9307,-983891.4678
11110104,478452.4587,-1047261.63,478452.4587,-1047261.63
11110105,491330.8006,-1098589.697,491330.8006,-1098589.697
11110201,545907.254,-1031107.158,545907.254,-1031107.158
11110202,601756.1208,-1035028.108,601756.1208,-1035028.108
11110203,663925.9444,-1059100.865,663925.9444,-1059100.865
11110204,582935.3235,-1080757.725,582935.3235,-1080757.725
11110205,699892.8007,-1045679.764,699892.8007,-1045679.764
11110206,607567.6398,-1097739.58,597959.0727,-1102976.85
11110207,709974.8997,-1120030.544,709974.8997,-1120030.544
11120101,-258309.9496,-1127856.871,-258309.9496,-1127856.871
11120102,-228986.5274,-1098876.272,-228986.5274,-1098876.272
11120103,-131932.0945,-1125538.348,-131932.0945,-1125538.348
11120104,-172175.255,-1154435.892,-172175.255,-1154435.892
11120105,-46331.90064,-1149648.02,-46331.90064,-1149648.02
11120201,-83121.5764,-1102507.826,-83121.5764,-1102507.826
11120202,8021.756943,-1126146.266,8021.756943,-1126146.266
11120301,-97074.85519,-1071851.013,-97074.85519,-1071851.013
11120302,2112.658456,-1071427.689,2112.658456,-1071427.689
11120303,75786.03423,-1118690.485,75786.03423,-1118690.485
11120304,10101.53595,-1102877.984,10101.53595,-1102877.984
11130101,23256.16755,-1171595.527,23256.16755,-1171595.527
11130102,105477.7075,-1200043.799,105477.7075,-1200043.799
11130103,-83952.14698,-1187074.834,-83952.14698,-1187074.834
11130104,-72160.84904,-1221078.612,-72160.84904,-1221078.612
11130105,32084.3558,-1207384.413,32084.3558,-1207384.413
11130201,217059.7851,-1217569.448,217059.7851,-1217569.448
11130202,145922.2267,-1144298.726,145922.2267,-1144298.726
11130203,119985.5008,-1168393.285,119985.5008,-1168393.285
11130204,-9698.698018,-1235360.437,-9698.698018,-1235360.437
11130205,-11924.35205,-1259641.547,-11924.35205,-1259641.547
11130206,107088.2968,-1236766.652,107088.2968,-1236766.652
11130207,64967.54976,-1227936.776,64967.54976,-1227936.776
11130208,177396.1387,-1166867.809,177396.1387,-1166867.809
11130209,140297.0619,-1255213.297,140297.0619,-1255213.297
11130210,286659.623,-1226272.904,286659.623,-1226272.904
11130301,17664.51583,-1035757.73,17664.51583,-1035757.73
11130302,128023.2566,-1081547.273,128023.2566,-1081547.273
11130303,238138.8249,-1147304.884,238138.8249,-1147304.884
11130304,302488.8928,-1189974.094,302488.8928,-1189974.094
11140101,367762.7766,-1240617.42,367762.7766,-1240617.42
11140102,331770.9815,-1191041.448,331770.9815,-1191041.448
11140103,365394.9257,-1158963.852,365394.9257,-1158963.852
11140104,339757.6422,-1170053.536,339757.6422,-1170053.536
11140105,428411.7257,-1160496.979,428411.7257,-1160496.979
11140106,491320.9871,-1237955.293,491320.9871,-1237955.293
11140107,465417.2145,-1179234.017,465417.2145,-1179234.017
11140108,503128.8569,-1159468.189,503128.8569,-1159468.189
11140109,539133.7895,-1200756.228,539133.7895,-1200756.228
11140201,582545.7589,-1268130.646,582545.7589,-1268130.646
11140202,618319.0115,-1390695.663,618319.0115,-1390695.663
11140203,627881.5618,-1317188.162,627881.5618,-1317188.162
11140204,601196.2138,-1352013.258,601196.2138,-1352013.258
11140205,606285.063,-1292678.892,606285.063,-1292678.892
11140206,609863.5254,-1411695.244,609863.5254,-1411695.244
11140207,678789.6516,-1464189.373,678789.6516,-1464189.373
11140208,670299.9221,-1401806.501,670299.9221,-1401806.501
11140209,650003.9886,-1384393.65,650003.9886,-1384393.65
11140301,395602.1953,-1276774.811,395602.1953,-1276774.811
11140302,499014.6516,-1271147.988,499014.6516,-1271147.988
11140303,443820.4826,-1295081.524,443820.4826,-1295081.524
11140304,570367.9475,-1363465.766,567768.5101,-1336018.415
11140305,480985.6635,-1318843.12,480985.6635,-1318843.12
11140306,536341.5152,-1327671.387,536341.5152,-1327671.387
11140307,490896.3312,-1347421.088,490896.3312,-1347421.088
12010001,379367.0662,-1336910.927,379367.0662,-1336910.927
12010002,503576.2341,-1386584.419,503576.2341,-1386584.419
12010003,414489.7015,-1330149.656,414489.7015,-1330149.656
12010004,589380.6857,-1459950.568,589380.6857,-1459950.568
12010005,613107.2364,-1558537.427,613107.2364,-1558537.427
12020001,431023.2515,-1429535.367,431023.2515,-1429535.367
12020002,492449.079,-1514315.334,492449.079,-1514315.334
12020003,565838.4327,-1573775.559,565838.4327,-1573775.559
12020004,480811.3001,-1436237.659,480811.3001,-1436237.659
12020005,543537.5961,-1486955.568,543537.5961,-1486955.568
12020006,538022.0503,-1580893.639,538022.0503,-1580893.639
12020007,537744.1747,-1622219.008,537744.1747,-1622219.008
12030101,188649.4372,-1299940.459,188649.4372,-1299940.459
12030102,249518.7471,-1360511.022,249518.7471,-1360511.022
12030103,271539.9098,-1285450.501,271539.9098,-1285450.501
12030104,241367.2889,-1301951.124,241367.2889,-1301951.124
12030105,328591.5556,-1384209.235,328591.5556,-1384209.235
12030106,325775.8728,-1310920.275,325775.8728,-1310920.275
12030107,366700.5562,-1378927.799,366700.5562,-1378927.799
12030108,318646.1824,-1442170.734,318646.1824,-1442170.734
12030109,301803.5676,-1409879.32,301803.5676,-1409879.32
12030201,390807.019,-1468076.006,390807.019,-1468076.006
12030202,437411.6765,-1547934.535,437411.6765,-1547934.535
12030203,508008.5169,-1639379.889,508008.5169,-1639379.889
12040101,426504.3921,-1607470.29,426504.3921,-1607470.29
12040102,418671.0534,-1643702.856,418671.0534,-1643702.856
12040103,464710.5325,-1608859.834,464710.5325,-1608859.834
12040104,446074.6037,-1674898.543,446074.6037,-1674898.543
12040201,575288.1917,-1660089.489,575288.1917,-1660089.489
12040202,537689.5747,-1682257.726,537689.5747,-1682257.726
12040203,491828.8463,-1664919.007,491828.8463,-1664919.007
12040204,475001.267,-1715610.725,475001.267,-1715610.725
12040205,448075.9436,-1733692.974,448075.9436,-1733692.974
12050001,-285168.1402,-1216601.859,-285168.1402,-1216601.859
12050002,-234928.8171,-1201666.162,-234928.8171,-1201666.162
12050003,-151576.7392,-1283892.118,-151576.7392,-1283892.118
12050004,-152905.4485,-1321405.92,-117283.3369,-1318692.578
12050005,-221036.851,-1172691.547,-221036.851,-1172691.547
12050006,-144284.1958,-1232914.561,-144284.1958,-1232914.561
12050007,-74344.75086,-1290113.673,-74344.75086,-1290113.673
12060101,49945.65636,-1291200.234,49945.65636,-1291200.234
12060102,-3724.865109,-1380894.665,-3724.865109,-1380894.665
12060103,17108.37881,-1335534.21,17108.37881,-1335534.21
12060104,85226.50416,-1336901.195,85226.50416,-1336901.195
12060105,81303.61515,-1379249.457,81303.61515,-1379249.457
12060201,163083.887,-1357427.362,163083.887,-1357427.362
12060202,244264.3194,-1437530.385,244264.3194,-1437530.385
12060203,242342.7574,-1490991.295,242342.7574,-1490991.295
12060204,200764.382,-1447022.489,200764.382,-1447022.489
12070101,323513.6747,-1558609.139,323513.6747,-1558609.139
12070102,306267.6937,-1615882.464,306267.6937,-1615882.464
12070103,353223.654,-1533690.204,353223.654,-1533690.204
12070104,390311.2493,-1685389.762,390311.2493,-1685389.762
12070201,162704.1673,-1459611.459,162704.1673,-1459611.459
12070202,189657.9527,-1507972.77,189657.9527,-1507972.77
12070203,185810.1536,-1535510.541,185810.1536,-1535510.541
12070204,275853.3313,-1559354.615,275853.3313,-1559354.615
12070205,229957.5903,-1587915.948,229957.5903,-1587915.948
