QW_SEQ,CEN,SULFATE
4113,FALSE,10.966
3425,FALSE,11
3778,FALSE,11
4863,FALSE,11.1
2746,FALSE,11.10861855
4898,FALSE,11.2
5197,FALSE,11.21
4663,FALSE,11.216
3602,FALSE,11.228
3510,FALSE,11.26
4661,FALSE,11.279
3652,FALSE,11.341
5132,FALSE,11.41
3651,FALSE,11.426
5211,FALSE,11.46
5078,FALSE,11.5
5254,FALSE,11.52
3941,FALSE,11.555
4897,FALSE,11.6
3512,FALSE,11.61
3424,FALSE,11.7
4445,FALSE,11.7
4923,FALSE,11.7
3607,FALSE,11.717
3873,FALSE,11.754
4751,FALSE,11.886
4336,FALSE,11.9
3615,FALSE,11.91
4797,FALSE,11.92
3974,FALSE,11.946
3981,FALSE,11.965
4275,FALSE,12
3863,FALSE,12.056
5209,FALSE,12.07
5123,FALSE,12.09
4858,FALSE,12.1
5086,FALSE,12.1
4455,FALSE,12.2
5085,FALSE,12.214
5177,FALSE,12.24
5170,FALSE,12.27
5250,FALSE,12.33
4830,FALSE,12.4
5220,FALSE,12.4
4709,FALSE,12.414
3970,FALSE,12.487
3975,FALSE,12.578
2887,FALSE,12.6
4847,FALSE,12.661
3865,FALSE,12.679
3866,FALSE,12.715
3587,FALSE,12.77
4635,FALSE,12.8
5282,FALSE,12.8
2895,FALSE,13
4411,FALSE,13.2
3872,FALSE,13.292
4371,FALSE,13.3
5239,FALSE,13.3
4655,FALSE,13.378
3982,FALSE,13.454
5174,FALSE,13.58
3910,FALSE,13.59
3437,FALSE,13.7
4224,FALSE,13.713
4176,FALSE,13.78
3874,FALSE,13.787
5198,FALSE,13.88
4276,FALSE,13.9
4800,FALSE,13.978
3776,FALSE,14
4465,FALSE,14.2
4368,FALSE,14.3
3875,FALSE,14.365
3599,FALSE,14.5
5172,FALSE,14.51
4636,FALSE,14.6
5080,FALSE,14.6
4392,FALSE,14.7
4366,FALSE,14.8
5256,FALSE,14.94
3779,FALSE,15
5259,FALSE,15.01
3737,FALSE,15.2
4360,FALSE,15.2
4367,FALSE,15.2
4696,FALSE,15.209
3718,FALSE,15.3
3719,FALSE,15.3
3608,FALSE,15.301
2718,FALSE,15.31119552
4076,FALSE,15.318
4829,FALSE,15.52
5277,FALSE,15.6
4362,FALSE,15.7
5196,FALSE,15.8
3868,FALSE,15.888
5166,FALSE,16
5272,FALSE,16
3578,FALSE,16.01
4843,FALSE,16.115
5249,FALSE,16.16
3589,FALSE,16.18
4295,FALSE,16.2
4926,FALSE,16.2
4633,FALSE,16.2
4941,FALSE,16.255
5217,FALSE,16.36
3606,FALSE,16.37
4376,FALSE,16.4
4801,FALSE,16.562
3603,FALSE,16.656
3594,FALSE,16.87
4614,FALSE,16.876
4625,FALSE,16.9
3773,FALSE,17
5073,FALSE,17
3580,FALSE,17.05
4627,FALSE,17.1
4819,FALSE,17.2
4403,FALSE,17.4
3588,FALSE,17.43
4796,FALSE,17.5
5072,FALSE,17.5
3619,FALSE,17.52
3577,FALSE,17.63
5235,FALSE,17.63
4885,FALSE,17.7
5055,FALSE,17.7
5237,FALSE,17.71
4402,FALSE,17.8
5090,FALSE,17.8
3590,FALSE,17.85
5062,FALSE,17.8999939
4401,FALSE,17.9
3600,FALSE,17.926
3579,FALSE,18
5289,FALSE,18
4746,FALSE,18.045
5076,FALSE,18.1
3869,FALSE,18.153
3585,FALSE,18.17
3596,FALSE,18.17
3582,FALSE,18.34
3593,FALSE,18.36
5079,FALSE,18.5
3584,FALSE,18.73
5067,FALSE,18.79998779
3605,FALSE,18.982
3586,FALSE,19.02
4237,FALSE,19.1
3621,FALSE,19.17
3598,FALSE,19.22
3597,FALSE,19.26
4936,FALSE,19.278
4277,FALSE,19.3
4250,FALSE,19.4
3581,FALSE,19.43
2937,FALSE,19.5
4316,FALSE,19.5
5278,FALSE,19.5
4404,FALSE,19.6
5003,FALSE,19.6
3610,FALSE,19.735
4399,FALSE,19.8
3583,FALSE,19.87
3595,FALSE,19.9
4400,FALSE,20
4899,FALSE,20
3604,FALSE,20.04
4648,FALSE,20.273
4650,FALSE,20.363
4257,FALSE,20.6
4377,FALSE,20.6
4913,FALSE,20.7
4914,FALSE,20.7
5212,FALSE,20.81
3774,FALSE,21
3747,FALSE,21.06
3609,FALSE,21.143
4700,FALSE,21.168
4883,FALSE,21.2
5063,FALSE,21.3999939
4657,FALSE,21.401
4666,FALSE,21.463
4844,FALSE,21.463
3455,FALSE,21.49
4410,FALSE,21.5
3612,FALSE,21.56
4456,FALSE,21.6
4816,FALSE,21.6
4375,FALSE,21.7
4882,FALSE,21.9
3611,FALSE,21.97
5238,FALSE,21.97
4939,FALSE,22.063
5064,FALSE,22.1
5122,FALSE,22.21
4247,FALSE,22.3
4803,FALSE,22.37
4798,FALSE,22.39
3592,FALSE,22.41
4799,FALSE,22.56
3522,FALSE,22.72
3614,FALSE,22.76
4887,FALSE,22.8
4457,FALSE,23.1
4448,FALSE,23.3
2709,FALSE,23.4
4014,FALSE,23.421
4296,FALSE,23.6
5230,FALSE,23.6
3450,FALSE,23.76
4744,FALSE,23.763
3613,FALSE,23.79
3591,FALSE,23.8
4628,FALSE,23.8
4397,FALSE,23.9
4398,FALSE,23.9
3421,FALSE,24
3739,FALSE,24
3772,FALSE,24
4396,FALSE,24
5065,FALSE,24
5287,FALSE,24
4328,FALSE,24.2
4256,FALSE,24.3
4823,FALSE,24.3
4867,FALSE,24.4
5002,FALSE,24.4
4624,FALSE,24.4
5279,FALSE,24.4
5231,FALSE,24.46
4383,FALSE,24.5
4626,FALSE,24.5
4329,FALSE,24.6
4297,FALSE,24.8
5273,FALSE,25
4308,FALSE,25.1
5180,FALSE,25.1
4710,FALSE,25.129
4711,FALSE,25.129
4278,FALSE,25.3
5236,FALSE,25.4
5257,FALSE,25.59
4235,FALSE,25.6
4258,FALSE,25.6
4865,FALSE,25.7
4817,FALSE,25.7
4771,FALSE,25.73
4772,FALSE,25.969
4391,FALSE,26
3727,FALSE,26.1
4919,FALSE,26.1
3196,FALSE,26.5
4451,FALSE,26.5
4390,FALSE,26.6
4802,FALSE,26.63
5146,FALSE,26.88
3529,FALSE,26.888
5218,FALSE,26.9
4637,FALSE,27
5066,FALSE,27.1
4238,FALSE,27.144
3620,FALSE,27.2
4629,FALSE,27.2
4325,FALSE,27.3
4931,FALSE,27.4
3623,FALSE,27.49
4318,FALSE,27.522
5207,FALSE,27.56
4466,FALSE,27.7
4891,FALSE,27.8
3624,FALSE,27.85
3766,FALSE,28
3771,FALSE,28
5294,FALSE,28
3528,FALSE,28.4
4723,FALSE,28.461
4306,FALSE,28.472
4249,FALSE,28.5
5232,FALSE,28.59
5077,FALSE,28.6
4395,FALSE,28.7
5152,FALSE,28.7
4259,FALSE,28.8
3526,FALSE,28.91
3752,FALSE,29.07
3527,FALSE,29.12
3525,FALSE,29.15
4298,FALSE,29.3
3524,FALSE,29.37
4740,FALSE,29.468
3704,FALSE,29.5
4319,FALSE,29.5
3629,FALSE,29.56
4640,FALSE,29.9
4758,FALSE,29.978
5000,FALSE,30
4641,FALSE,30
4757,FALSE,30.376
3708,FALSE,30.39
2888,FALSE,30.4
4260,FALSE,30.4
4369,FALSE,30.4
4385,FALSE,30.4
4310,FALSE,30.5
4279,FALSE,30.6
4242,FALSE,30.9
4917,FALSE,30.9
3756,FALSE,31
3191,FALSE,31.1
4243,FALSE,31.2
3626,FALSE,31.25
4461,FALSE,31.268
3628,FALSE,31.44
3625,FALSE,31.56
4384,FALSE,31.6
3523,FALSE,31.65
4326,FALSE,31.66
3627,FALSE,31.68
4679,FALSE,31.692
3721,FALSE,31.7
4244,FALSE,31.7
4265,FALSE,31.8
4879,FALSE,32
5246,FALSE,32.05
3617,FALSE,32.21
4822,FALSE,32.239
4255,FALSE,32.4
4454,FALSE,32.4
4964,FALSE,32.56
4458,FALSE,32.9
4299,FALSE,33
4644,FALSE,33
4261,FALSE,33.5
4271,FALSE,33.5
3618,FALSE,33.61
4760,FALSE,33.67
4262,FALSE,33.8
4459,FALSE,34.2
4749,FALSE,34.219
4280,FALSE,34.3
4288,FALSE,34.4
4291,FALSE,34.5
4460,FALSE,34.8
4372,FALSE,34.9
3705,FALSE,34.93
3446,FALSE,35.02
5074,FALSE,35.09997559
3319,FALSE,35.1
4999,FALSE,35.188
5118,FALSE,35.22
4313,FALSE,35.4
3324,FALSE,35.6
5124,FALSE,35.63
3706,FALSE,35.66
4312,FALSE,35.7
5176,FALSE,35.7
5014,FALSE,35.734
4305,FALSE,36
5070,FALSE,36
4389,FALSE,36.1
4773,FALSE,36.4
5010,FALSE,36.6
5111,FALSE,36.73
4443,FALSE,37.1
4761,FALSE,37.23
5006,FALSE,37.346
4630,FALSE,37.4
3326,FALSE,37.7
4340,FALSE,37.7
4283,FALSE,37.9
4300,FALSE,37.9
4324,FALSE,38.183
4330,FALSE,38.6
3753,FALSE,39
3770,FALSE,39
4909,FALSE,39.1
4286,FALSE,39.2
3712,FALSE,39.28
2891,FALSE,39.5
5281,FALSE,39.6
5121,FALSE,39.66
4408,FALSE,39.8
4697,FALSE,39.9334
4382,FALSE,40.1
4845,FALSE,40.579
4266,FALSE,40.7
4450,FALSE,40.9
3769,FALSE,41
3725,FALSE,41.1
4344,FALSE,41.1
4301,FALSE,41.3
4254,FALSE,41.8
3313,FALSE,42.3
5120,FALSE,42.49
4315,FALSE,42.71
4334,FALSE,42.831
4660,FALSE,42.925
4929,FALSE,43.1
4269,FALSE,43.3
4272,FALSE,43.3
3748,FALSE,43.4
4370,FALSE,43.6
4900,FALSE,43.9
4892,FALSE,44.1
4643,FALSE,44.3
4453,FALSE,44.4
4293,FALSE,44.827
4236,FALSE,44.9
5322,FALSE,44.9
4281,FALSE,45.1
3728,FALSE,45.2
4664,FALSE,45.269
4241,FALSE,45.6
4251,FALSE,45.8
5315,FALSE,46
4770,FALSE,46.156
3709,FALSE,46.31
4289,FALSE,46.4
4320,FALSE,46.567
4311,FALSE,46.8
4282,FALSE,46.9
4273,FALSE,47.1
4331,FALSE,47.9
3760,FALSE,48
4245,FALSE,48.4
5056,FALSE,48.5
4388,FALSE,48.6
4252,FALSE,48.811
5022,FALSE,48.9
5011,FALSE,49.1
4284,FALSE,49.3
5321,FALSE,49.3
4812,FALSE,49.723
2954,FALSE,49.8
4462,FALSE,50
5075,FALSE,50.3
4314,FALSE,50.4
5266,FALSE,50.76
4321,FALSE,51
5018,FALSE,51.27
4327,FALSE,51.444
4962,FALSE,51.71
4294,FALSE,52.1
4333,FALSE,52.1
5154,FALSE,52.4
4264,FALSE,52.7
4463,FALSE,52.9
4673,FALSE,52.966
5015,FALSE,53.1
4967,FALSE,53.6
5305,FALSE,53.76
3316,FALSE,53.8
4467,FALSE,53.8
4973,FALSE,54.3
5224,FALSE,54.58
5185,FALSE,55.16
5292,FALSE,55.3
4322,FALSE,55.6
3723,FALSE,56.2
5110,FALSE,56.3
4374,FALSE,56.4
4246,FALSE,56.5
4287,FALSE,56.7
4762,FALSE,56.87
4966,FALSE,56.9
4446,FALSE,58.4
4239,FALSE,58.6
4449,FALSE,58.8
5113,FALSE,58.86
3452,FALSE,59.14
4248,FALSE,59.5
3323,FALSE,59.6
4263,FALSE,59.8
5021,FALSE,60.1
4274,FALSE,60.445
3320,FALSE,60.5
5285,FALSE,61
4649,FALSE,61.407
4764,FALSE,61.5
4270,FALSE,61.7
4332,FALSE,61.8
2951,FALSE,61.9
3428,FALSE,61.9
3325,FALSE,62.9
5312,FALSE,63
3729,FALSE,63.4
5115,FALSE,63.86
5320,FALSE,64
3318,FALSE,64.1
4302,FALSE,64.1
3722,FALSE,64.2
4763,FALSE,64.2
5054,FALSE,64.8
3310,FALSE,65.7
4361,FALSE,65.9
5148,FALSE,66.95
4304,FALSE,67.526
3189,FALSE,68.8
3713,FALSE,69.19
5149,FALSE,69.57
4267,FALSE,69.7
3451,FALSE,69.93
4759,FALSE,71.7
3312,FALSE,72.3
4871,FALSE,72.4
5116,FALSE,73.15
5323,FALSE,73.5
3311,FALSE,73.8
4464,FALSE,74.4
5225,FALSE,74.48
4702,FALSE,75.092
4703,FALSE,75.092
4963,FALSE,77.91
3445,FALSE,78.66
3726,FALSE,78.9
3309,FALSE,80
3707,FALSE,81.03
3170,FALSE,82
3701,FALSE,82
5243,FALSE,83.58
3169,FALSE,83.7
4307,FALSE,83.9
3754,FALSE,86
5112,FALSE,86.94
5302,FALSE,87.59
4468,FALSE,87.8
4292,FALSE,88.521
5316,FALSE,89
5318,FALSE,89
3314,FALSE,89.4
3435,FALSE,89.5
4303,FALSE,90
3698,FALSE,90.51
5262,FALSE,90.56
3711,FALSE,90.66
3757,FALSE,94
4766,FALSE,94
5317,FALSE,94
5304,FALSE,94.42
4825,FALSE,94.8
3420,FALSE,97.8
5244,FALSE,99.38
3700,FALSE,99.78
4811,FALSE,100
3702,FALSE,100.04
3699,FALSE,100.59
4268,FALSE,103
4285,FALSE,104.945
3724,FALSE,105
5303,FALSE,105.78
3714,FALSE,108.96
4961,FALSE,109.13
5147,FALSE,109.13
3322,FALSE,110
3764,FALSE,110
4323,FALSE,110
4767,FALSE,110
5114,FALSE,112.07
3448,FALSE,114.07
3716,FALSE,114.76
4447,FALSE,114.996
5245,FALSE,116.27
4317,FALSE,117.295
4960,FALSE,117.644
3710,FALSE,120.26
5155,FALSE,124
2932,FALSE,125
3449,FALSE,125.84
3447,FALSE,134.66
3715,FALSE,134.94
3454,FALSE,135.43
5258,FALSE,135.56
3186,FALSE,137
3187,FALSE,141
4253,FALSE,145
5288,FALSE,145
5119,FALSE,154
4290,FALSE,155
3430,FALSE,162
4444,FALSE,167
4765,FALSE,170
3423,FALSE,183
3179,FALSE,189
3755,FALSE,195
3440,FALSE,200
3193,FALSE,202
3194,FALSE,204
3321,FALSE,205
3436,FALSE,213
3177,FALSE,214
5260,FALSE,215
3777,FALSE,217.6
3431,FALSE,227
4768,FALSE,240
5226,FALSE,259.51
5107,FALSE,266.79
3183,FALSE,283
3433,FALSE,287
3439,FALSE,308
3175,FALSE,316
3317,FALSE,339
3184,FALSE,358
5153,FALSE,360
3758,FALSE,400
5313,FALSE,467
5314,FALSE,484
3188,FALSE,601
3432,FALSE,617
5052,FALSE,807
3763,FALSE,810
3171,FALSE,830
3759,FALSE,830
3172,FALSE,852
5051,FALSE,856
3762,FALSE,860
4775,FALSE,954
3190,FALSE,1130
3426,FALSE,1350
3195,FALSE,2220
3182,FALSE,2630
3422,FALSE,2750
3442,FALSE,6790
3181,FALSE,9060
3434,FALSE,10200
3443,FALSE,21000
