      QW_SEQ          OBS     CENSORED      MODELED
        3562     0.024800        False     0.024800
        3596     0.024800         True     0.010591
        4796     0.024800        False     0.024800
        3844     0.025000        False     0.025000
        4107     0.025100        False     0.025100
        3570     0.025200         True     0.010717
        3942     0.025300        False     0.025300
        3943     0.025300        False     0.025300
        5264     0.025300         True     0.010717
        3711     0.025500         True     0.007505
        4801     0.025500         True     0.014551
        3609     0.025600         True     0.010768
        3523     0.025800         True     0.010768
        4793     0.025900         True     0.010768
        3560     0.026000         True     0.007505
        3598     0.026000         True     0.014551
        3841     0.026000        False     0.026000
        3727     0.026100        False     0.026100
        3554     0.026200         True     0.005117
        3591     0.026200         True     0.008800
        3595     0.026200         True     0.013026
        3613     0.026200         True     0.018236
        3589     0.026300         True     0.010818
        3592     0.026400         True     0.010818
        3556     0.026500         True     0.010818
        3526     0.026600         True     0.010818
        4784     0.026600        False     0.026600
        3698     0.026700         True     0.007549
        3548     0.026700         True     0.014669
        3581     0.026900         True     0.010843
        4305     0.027000        False     0.027000
        5256     0.027000         True     0.007549
        5261     0.027000         True     0.014669
        3614     0.027100         True     0.010867
        4027     0.027100        False     0.027100
        5105     0.027300        False     0.027300
        5153     0.027300        False     0.027300
        3714     0.027500         True     0.007607
        3558     0.027500         True     0.014823
        3715     0.027600         True     0.010940
        3588     0.027700         True     0.010940
        4819     0.027800        False     0.027800
        3702     0.027900         True     0.004118
        3447     0.027900         True     0.006732
        3568     0.027900         True     0.009478
        3583     0.027900         True     0.012552
        3625     0.027900         True     0.016114
        3626     0.027900         True     0.020358
        3679     0.028000        False     0.028000
        4558     0.028000         True     0.010964
        4331     0.028000        False     0.028000
        5190     0.028000        False     0.028000
        3661     0.028100         True     0.011036
        3557     0.028200         True     0.011036
        3565     0.028200        False     0.028200
        3555     0.028300         True     0.011059
        5106     0.028300        False     0.028300
        5253     0.028400         True     0.011083
        4309     0.028500        False     0.028500
        3734     0.028600        False     0.028600
        3569     0.028700         True     0.011131
        4026     0.028700        False     0.028700
        4823     0.028700        False     0.028700
        3590     0.028800         True     0.011178
        3522     0.029000        False     0.029000
        4330     0.029000        False     0.029000
        5122     0.029000        False     0.029000
        5210     0.029100        False     0.029100
        5265     0.029100        False     0.029100
        3585     0.029300         True     0.011297
        5233     0.029300        False     0.029300
        3546     0.029500         True     0.011321
        3664     0.029600        False     0.029600
        3744     0.029600        False     0.029600
        4250     0.029700        False     0.029700
        3549     0.029900         True     0.011393
        3170     0.030000         True     0.004679
        3171     0.030000        False     0.030000
        3172     0.030000         True     0.007871
        3174     0.030000        False     0.030000
        3176     0.030000         True     0.011393
        3187     0.030000        False     0.030000
        3196     0.030000         True     0.015545
        3425     0.030000        False     0.030000
        3427     0.030000        False     0.030000
        3431     0.030000         True     0.020658
        3434     0.030000        False     0.030000
        3440     0.030000        False     0.030000
        3443     0.030000        False     0.030000
        3618     0.030000        False     0.030000
        4144     0.030000        False     0.030000
        4152     0.030000        False     0.030000
        3797     0.030000        False     0.030000
        3798     0.030000        False     0.030000
        3817     0.030000        False     0.030000
        3836     0.030000        False     0.030000
        4546     0.030000        False     0.030000
        4197     0.030000        False     0.030000
        4234     0.030000        False     0.030000
        4238     0.030000        False     0.030000
        4240     0.030000        False     0.030000
        4251     0.030000        False     0.030000
        4252     0.030000        False     0.030000
        4255     0.030000        False     0.030000
        4257     0.030000        False     0.030000
        4258     0.030000        False     0.030000
        4260     0.030000        False     0.030000
        4266     0.030000        False     0.030000
        4275     0.030000        False     0.030000
        4303     0.030000        False     0.030000
        4306     0.030000        False     0.030000
        4318     0.030000        False     0.030000
        4447     0.030000        False     0.030000
        5000     0.030000        False     0.030000
        5006     0.030000        False     0.030000
        5200     0.030100        False     0.030100
        5240     0.030100        False     0.030100
        4578     0.030700         True     0.012200
        4799     0.030700        False     0.030700
        3703     0.031000        False     0.031000
        4150     0.031000        False     0.031000
        3628     0.031200         True     0.012273
        3721     0.031400        False     0.031400
        3464     0.031500        False     0.031500
        3469     0.031500        False     0.031500
        5209     0.031900        False     0.031900
        3795     0.032000        False     0.032000
        3834     0.032000        False     0.032000
        3982     0.032000        False     0.032000
        3785     0.032100         True     0.012444
        3827     0.032100        False     0.032100
        3624     0.032200         True     0.012468
        3637     0.032300        False     0.032300
        5143     0.032300        False     0.032300
        3571     0.032600        False     0.032600
        3544     0.032800        False     0.032800
        4263     0.032800        False     0.032800
        5241     0.032800        False     0.032800
        3632     0.032900        False     0.032900
        5255     0.032900         True     0.012615
        3687     0.033000        False     0.033000
        4033     0.033000        False     0.033000
        3811     0.033000        False     0.033000
        3837     0.033000        False     0.033000
        4541     0.033000        False     0.033000
        5257     0.033100         True     0.012763
        4467     0.033200        False     0.033200
        3659     0.033300        False     0.033300
        3459     0.033500        False     0.033500
        3636     0.033500        False     0.033500
        4155     0.034000        False     0.034000
        3799     0.034000        False     0.034000
        3547     0.034100        False     0.034100
        4245     0.034100        False     0.034100
        4963     0.034500        False     0.034500
        3545     0.034800        False     0.034800
        3742     0.034800         True     0.012986
        3813     0.035000        False     0.035000
        4536     0.035000        False     0.035000
        5110     0.035000        False     0.035000
        4961     0.035100        False     0.035100
        5147     0.035100        False     0.035100
        5230     0.035100        False     0.035100
        5151     0.035300        False     0.035300
        5250     0.035300        False     0.035300
        4108     0.035400        False     0.035400
        3878     0.035800        False     0.035800
        5132     0.035800        False     0.035800
        3810     0.036000        False     0.036000
        3830     0.036000        False     0.036000
        5205     0.036000        False     0.036000
        5117     0.036100        False     0.036100
        3567     0.036300        False     0.036300
        3743     0.036400         True     0.013412
        5231     0.036700        False     0.036700
        4235     0.036800        False     0.036800
        4792     0.036900        False     0.036900
        4022     0.037000        False     0.037000
        3794     0.037000        False     0.037000
        4540     0.037000        False     0.037000
        4959     0.037000        False     0.037000
        4811     0.037000        False     0.037000
        3968     0.037100        False     0.037100
        3741     0.037200         True     0.013641
        5229     0.037200        False     0.037200
        4297     0.037300        False     0.037300
        3550     0.037400        False     0.037400
        5204     0.037600        False     0.037600
        3638     0.037700        False     0.037700
        5146     0.037700        False     0.037700
        5115     0.037800        False     0.037800
        3997     0.038000        False     0.038000
        3660     0.038200        False     0.038200
        3586     0.038500        False     0.038500
        4273     0.038800        False     0.038800
        4017     0.039000        False     0.039000
        4196     0.039000        False     0.039000
        5149     0.039000        False     0.039000
        5116     0.039300        False     0.039300
        3478     0.039400        False     0.039400
        4319     0.039400        False     0.039400
        3709     0.039500        False     0.039500
        3689     0.039700        False     0.039700
        3693     0.039700        False     0.039700
        5144     0.039800        False     0.039800
        3580     0.039900        False     0.039900
        3169     0.040000        False     0.040000
        3180     0.040000        False     0.040000
        3188     0.040000        False     0.040000
        3429     0.040000        False     0.040000
        3444     0.040000        False     0.040000
        4005     0.040000        False     0.040000
        4010     0.040000        False     0.040000
        4012     0.040000        False     0.040000
        3814     0.040000        False     0.040000
        4465     0.040000        False     0.040000
        4537     0.040000        False     0.040000
        4565     0.040000        False     0.040000
        4242     0.040000        False     0.040000
        4243     0.040000        False     0.040000
        4259     0.040000        False     0.040000
        4292     0.040000        False     0.040000
        4317     0.040000        False     0.040000
        5003     0.040000        False     0.040000
        4822     0.040000        False     0.040000
        4446     0.040500        False     0.040500
        4817     0.040800        False     0.040800
        3793     0.041000        False     0.041000
        3993     0.041000        False     0.041000
        4556     0.041000        False     0.041000
        5207     0.041200        False     0.041200
        3885     0.041300        False     0.041300
        4270     0.041400        False     0.041400
        3572     0.041800        False     0.041800
        4559     0.042000        False     0.042000
        4160     0.042000        False     0.042000
        5237     0.042000        False     0.042000
        3738     0.042200        False     0.042200
        3707     0.042400        False     0.042400
        4452     0.042500        False     0.042500
        4241     0.043600        False     0.043600
        3677     0.043700        False     0.043700
        4454     0.043900        False     0.043900
        3701     0.044000        False     0.044000
        3728     0.044000        False     0.044000
        4557     0.044000        False     0.044000
        4165     0.044000        False     0.044000
        4289     0.044300        False     0.044300
        5187     0.044600        False     0.044600
        3457     0.044900        False     0.044900
        3792     0.044900        False     0.044900
        4552     0.045000        False     0.045000
        3552     0.045200        False     0.045200
        3675     0.045500        False     0.045500
        4966     0.045800        False     0.045800
        3839     0.046000        False     0.046000
        3690     0.047100        False     0.047100
        4008     0.047100        False     0.047100
        3953     0.047400        False     0.047400
        3954     0.047400        False     0.047400
        3685     0.047800        False     0.047800
        4456     0.047900        False     0.047900
        4553     0.048000        False     0.048000
        4333     0.048300        False     0.048300
        4572     0.048300         True     0.015753
        5236     0.048300        False     0.048300
        3740     0.048900        False     0.048900
        3736     0.049500        False     0.049500
        4261     0.049500        False     0.049500
        4268     0.049500        False     0.049500
        3695     0.049600        False     0.049600
        3178     0.050000        False     0.050000
        3420     0.050000        False     0.050000
        3432     0.050000        False     0.050000
        4002     0.050000        False     0.050000
        3816     0.050000        False     0.050000
        4459     0.050000        False     0.050000
        4321     0.050000        False     0.050000
        4999     0.050000        False     0.050000
        4812     0.050000        False     0.050000
        3647     0.050700        False     0.050700
        4286     0.050700        False     0.050700
        4284     0.051000        False     0.051000
        4313     0.051800        False     0.051800
        3608     0.052400        False     0.052400
        3623     0.052500        False     0.052500
        3648     0.052800        False     0.052800
        3615     0.053100        False     0.053100
        4554     0.054000        False     0.054000
        4244     0.054500        False     0.054500
        3869     0.055000        False     0.055000
        3950     0.055000        False     0.055000
        4448     0.055000        False     0.055000
        4314     0.055300        False     0.055300
        3453     0.055700        False     0.055700
        3521     0.055700        False     0.055700
        3666     0.055900        False     0.055900
        3812     0.056000        False     0.056000
        3726     0.056300        False     0.056300
        3694     0.056500        False     0.056500
        4797     0.056700        False     0.056700
        4577     0.057000        False     0.057000
        4800     0.057200        False     0.057200
        4279     0.057300        False     0.057300
        4311     0.057300        False     0.057300
        4539     0.058000        False     0.058000
        4555     0.058000        False     0.058000
        5148     0.058200        False     0.058200
        4962     0.058300        False     0.058300
        3616     0.058400        False     0.058400
        3564     0.058500        False     0.058500
        4444     0.058800        False     0.058800
        3883     0.059000        False     0.059000
        3674     0.059400        False     0.059400
        4004     0.059800        False     0.059800
        3179     0.060000        False     0.060000
        3183     0.060000        False     0.060000
        3195     0.060000        False     0.060000
        3426     0.060000        False     0.060000
        3433     0.060000        False     0.060000
        4001     0.060000        False     0.060000
        4464     0.060000        False     0.060000
        4329     0.060000        False     0.060000
        4443     0.060000        False     0.060000
        3617     0.060300        False     0.060300
        3530     0.061000        False     0.061000
        4128     0.061000        False     0.061000
        4473     0.061000        False     0.061000
        4267     0.061000        False     0.061000
        4299     0.061800        False     0.061800
        3990     0.062000        False     0.062000
        4262     0.062000        False     0.062000
        5010     0.062000        False     0.062000
        3620     0.062300        False     0.062300
        4535     0.062300        False     0.062300
        4088     0.062600        False     0.062600
        3692     0.063000        False     0.063000
        4300     0.063000        False     0.063000
        4584     0.063100        False     0.063100
        5124     0.063800        False     0.063800
        3599     0.064000        False     0.064000
        5123     0.064100        False     0.064100
        3619     0.064600        False     0.064600
        3708     0.065000        False     0.065000
        4475     0.065000        False     0.065000
        5263     0.065800        False     0.065800
        3846     0.066000        False     0.066000
        3451     0.066100        False     0.066100
        3697     0.066300        False     0.066300
        3718     0.066300        False     0.066300
        4477     0.067000        False     0.067000
        3879     0.068000        False     0.068000
        4956     0.068400        False     0.068400
        3445     0.069200        False     0.069200
        3678     0.069400        False     0.069400
        3566     0.069400         True     0.018425
        3173     0.070000        False     0.070000
        3189     0.070000        False     0.070000
        3190     0.070000        False     0.070000
        3435     0.070000        False     0.070000
        3439     0.070000        False     0.070000
        3441     0.070000        False     0.070000
        4140     0.070000        False     0.070000
        3815     0.070000        False     0.070000
        4560     0.070000        False     0.070000
        3688     0.070600        False     0.070600
        3621     0.071000        False     0.071000
        5015     0.071100        False     0.071100
        4054     0.072000        False     0.072000
        3940     0.072000        False     0.072000
        3941     0.072000        False     0.072000
        4246     0.074100        False     0.074100
        3963     0.074200        False     0.074200
        3553     0.074500        False     0.074500
        5224     0.074700        False     0.074700
        4193     0.075000        False     0.075000
        3563     0.075100        False     0.075100
        3471     0.075300        False     0.075300
        5219     0.075500        False     0.075500
        4236     0.075700        False     0.075700
        3646     0.076000        False     0.076000
        4281     0.076000        False     0.076000
        4759     0.076300        False     0.076300
        4472     0.076700        False     0.076700
        4816     0.076700        False     0.076700
        3477     0.078100        False     0.078100
        3663     0.078700        False     0.078700
        4201     0.079000        False     0.079000
        3452     0.079100        False     0.079100
        3992     0.079300        False     0.079300
        4460     0.079500        False     0.079500
        3192     0.080000        False     0.080000
        3423     0.080000        False     0.080000
        4307     0.080900        False     0.080900
        3472     0.081100        False     0.081100
        4954     0.082300        False     0.082300
        3682     0.082600        False     0.082600
        3607     0.083700        False     0.083700
        3966     0.083700        False     0.083700
        5112     0.084600        False     0.084600
        4301     0.085000        False     0.085000
        5232     0.085100        False     0.085100
        3886     0.086000        False     0.086000
        4471     0.086100        False     0.086100
        4455     0.086100        False     0.086100
        3972     0.087000        False     0.087000
        3622     0.087700        False     0.087700
        3684     0.088400        False     0.088400
        5111     0.091400        False     0.091400
        4462     0.092000        False     0.092000
        5134     0.093000        False     0.093000
        3513     0.094800        False     0.094800
        4466     0.096500        False     0.096500
        3175     0.100000        False     0.100000
        3181     0.100000        False     0.100000
        3430     0.100000        False     0.100000
        3601     0.100900        False     0.100900
        5155     0.101100        False     0.101100
        5251     0.102600        False     0.102600
        5154     0.102800        False     0.102800
        4332     0.103200        False     0.103200
        3475     0.104700        False     0.104700
        5118     0.104700        False     0.104700
        3551     0.105400        False     0.105400
        4280     0.106800        False     0.106800
        3737     0.107100        False     0.107100
        3602     0.107600        False     0.107600
        3182     0.110000        False     0.110000
        3185     0.110000        False     0.110000
        4955     0.111500        False     0.111500
        3587     0.112000        False     0.112000
        3468     0.112400        False     0.112400
        5145     0.112400        False     0.112400
        3578     0.113000        False     0.113000
        4458     0.114000        False     0.114000
        5119     0.114400        False     0.114400
        3680     0.114500        False     0.114500
        4579     0.122000        False     0.122000
        4254     0.123000        False     0.123000
        3691     0.125000        False     0.125000
        4794     0.129700        False     0.129700
        3672     0.130800        False     0.130800
        4239     0.131500        False     0.131500
        3977     0.131700        False     0.131700
        5114     0.131900        False     0.131900
        3476     0.132500        False     0.132500
        5234     0.134100        False     0.134100
        3673     0.136000        False     0.136000
        3676     0.138700        False     0.138700
        4453     0.139000        False     0.139000
        3186     0.140000        False     0.140000
        3193     0.140000        False     0.140000
        3438     0.140000        False     0.140000
        4964     0.140800         True     0.021747
        4958     0.149400        False     0.149400
        4271     0.152300        False     0.152300
        3683     0.154800        False     0.154800
        4957     0.156700        False     0.156700
        3473     0.156900        False     0.156900
        3436     0.160000        False     0.160000
        5125     0.161300        False     0.161300
        4253     0.161900        False     0.161900
        3462     0.163200        False     0.163200
        5262     0.163300        False     0.163300
        3458     0.166700        False     0.166700
        3455     0.168200        False     0.168200
        4194     0.169000        False     0.169000
        3474     0.170600        False     0.170600
        4769     0.172700        False     0.172700
