Id,HUC,ET_ID,ET_X,ET_Y,X_METER,Y_METER
0,19050302,110,-70736.14507,1886765.96627,-2212314.1668633100,3373979.7683341700
0,19050303,111,-190999.10170,1932921.63993,-2259126.2876949400,3493803.7852340000
0,19050304,112,-311985.42463,1922652.79380,-2351020.4679814800,3573218.8288634300
0,19050401,113,-129675.14169,1989339.65630,-2171808.9402954700,3490750.9748090400
0,19050402,114,-252045.49497,2027125.93646,-2225805.4378239600,3606021.3465533500
0,19050403,115,-350009.40036,2006303.30819,-2310011.1848222000,3661383.5995538600
0,19050404,116,-413454.46334,2024922.51126,-2338566.1856251100,3720565.4901982200
0,19050405,117,-458505.05713,2090801.25470,-2315710.4294763200,3800709.5550150000
0,19060101,118,-371926.69704,2136248.33542,-2219236.5475038900,3771093.7933532400
0,19060102,119,-311579.52069,2158808.64551,-2159551.1067554400,3743894.6389501500
0,19060103,120,-246753.31938,2157577.59733,-2116348.6881484200,3696389.0294375700
0,19060201,121,-212106.06808,2233282.17934,-2030722.7219645000,3725890.4324610600
0,19060202,122,-132085.08782,2322449.17491,-1903059.6506425800,3732388.7711358200
0,19060203,123,-130772.34546,2239393.09207,-1970535.2577858400,3671892.2186476300
0,19060204,124,-32055.46226,2226070.88537,-1914410.2485639900,3591508.0896785900
0,19060205,125,54471.02551,2240390.28207,-1844057.8875525300,3539766.8231869300
0,19060301,126,-139448.32601,2091063.94953,-2096962.6611858100,3571349.9364920500
0,19060302,127,-824.66160,2070354.93382,-2018461.1863927900,3456913.7163265400
0,19060303,128,99847.26501,2084681.89979,-1937900.7154367900,3395068.0172286900
0,19060304,129,121686.75919,2177459.33327,-1848959.7199703700,3446287.6630020700
0,19060401,130,176902.61207,2185254.81355,-1805049.8589687900,3412317.8089359700
0,19060402,131,237335.43158,2125214.07777,-1811399.6034741500,3325746.7063847800
0,19060403,132,267808.13160,2203667.44024,-1728363.9670311800,3360408.8372843400
0,19060501,133,324083.92140,2172825.71542,-1714340.6481560000,3297860.1100043300
0,19060502,134,383422.57273,2202677.84977,-1650205.5611752000,3276804.4734791700
0,19060503,135,473549.77720,2184674.49300,-1602653.2435189100,3199220.0533116900
